area,statistic,age_category,quantity,State,gender
Makin,Participation rate (%),85 years and over,78.8,South Australia,female
Makin,Total participants,Total Females,44596.0,South Australia,female
Makin,Eligible participants,Total Females,54419.0,South Australia,female
Makin,Participation rate (%),Total Females,81.9,South Australia,female
Mayo,Total participants,18-19 years,1112.0,South Australia,female
Mayo,Eligible participants,18-19 years,1282.0,South Australia,female
Mayo,Participation rate (%),18-19 years,86.7,South Australia,female
Mayo,Total participants,20-24 years,2514.0,South Australia,female
Mayo,Eligible participants,20-24 years,3112.0,South Australia,female
Mayo,Participation rate (%),20-24 years,80.8,South Australia,female
Mayo,Total participants,25-29 years,2184.0,South Australia,female
Mayo,Eligible participants,25-29 years,2759.0,South Australia,female
Mayo,Participation rate (%),25-29 years,79.2,South Australia,female
Mayo,Total participants,30-34 years,2451.0,South Australia,female
Mayo,Eligible participants,30-34 years,3085.0,South Australia,female
Mayo,Participation rate (%),30-34 years,79.4,South Australia,female
Mayo,Total participants,35-39 years,2735.0,South Australia,female
Mayo,Eligible participants,35-39 years,3420.0,South Australia,female
Mayo,Participation rate (%),35-39 years,80.0,South Australia,female
Mayo,Total participants,40-44 years,3386.0,South Australia,female
Mayo,Eligible participants,40-44 years,4158.0,South Australia,female
Mayo,Participation rate (%),40-44 years,81.4,South Australia,female
Mayo,Total participants,45-49 years,4037.0,South Australia,female
Mayo,Eligible participants,45-49 years,4857.0,South Australia,female
Mayo,Participation rate (%),45-49 years,83.1,South Australia,female
Mayo,Total participants,50-54 years,3954.0,South Australia,female
Mayo,Eligible participants,50-54 years,4649.0,South Australia,female
Mayo,Participation rate (%),50-54 years,85.1,South Australia,female
Mayo,Total participants,55-59 years,4579.0,South Australia,female
Mayo,Eligible participants,55-59 years,5244.0,South Australia,female
Mayo,Participation rate (%),55-59 years,87.3,South Australia,female
Mayo,Total participants,60-64 years,4774.0,South Australia,female
Mayo,Eligible participants,60-64 years,5290.0,South Australia,female
Mayo,Participation rate (%),60-64 years,90.2,South Australia,female
Mayo,Total participants,65-69 years,4926.0,South Australia,female
Mayo,Eligible participants,65-69 years,5376.0,South Australia,female
Mayo,Participation rate (%),65-69 years,91.6,South Australia,female
Mayo,Total participants,70-74 years,4025.0,South Australia,female
Mayo,Eligible participants,70-74 years,4392.0,South Australia,female
Mayo,Participation rate (%),70-74 years,91.6,South Australia,female
Mayo,Total participants,75-79 years,2529.0,South Australia,female
Mayo,Eligible participants,75-79 years,2769.0,South Australia,female
Mayo,Participation rate (%),75-79 years,91.3,South Australia,female
Mayo,Total participants,80-84 years,1573.0,South Australia,female
Mayo,Eligible participants,80-84 years,1793.0,South Australia,female
Mayo,Participation rate (%),80-84 years,87.7,South Australia,female
Mayo,Total participants,85 years and over,1569.0,South Australia,female
Mayo,Eligible participants,85 years and over,1987.0,South Australia,female
Mayo,Participation rate (%),85 years and over,79.0,South Australia,female
Mayo,Total participants,Total Females,46348.0,South Australia,female
Mayo,Eligible participants,Total Females,54173.0,South Australia,female
Mayo,Participation rate (%),Total Females,85.6,South Australia,female
Port Adelaide,Total participants,18-19 years,1154.0,South Australia,female
Port Adelaide,Eligible participants,18-19 years,1454.0,South Australia,female
Port Adelaide,Participation rate (%),18-19 years,79.4,South Australia,female
Port Adelaide,Total participants,20-24 years,3528.0,South Australia,female
Port Adelaide,Eligible participants,20-24 years,4776.0,South Australia,female
Port Adelaide,Participation rate (%),20-24 years,73.9,South Australia,female
Port Adelaide,Total participants,25-29 years,3554.0,South Australia,female
Port Adelaide,Eligible participants,25-29 years,4836.0,South Australia,female
Port Adelaide,Participation rate (%),25-29 years,73.5,South Australia,female
Port Adelaide,Total participants,30-34 years,3781.0,South Australia,female
Port Adelaide,Eligible participants,30-34 years,5216.0,South Australia,female
Port Adelaide,Participation rate (%),30-34 years,72.5,South Australia,female
Port Adelaide,Total participants,35-39 years,3497.0,South Australia,female
Port Adelaide,Eligible participants,35-39 years,4758.0,South Australia,female
Port Adelaide,Participation rate (%),35-39 years,73.5,South Australia,female
Port Adelaide,Total participants,40-44 years,3490.0,South Australia,female
Port Adelaide,Eligible participants,40-44 years,4605.0,South Australia,female
Port Adelaide,Participation rate (%),40-44 years,75.8,South Australia,female
Port Adelaide,Total participants,45-49 years,4042.0,South Australia,female
Port Adelaide,Eligible participants,45-49 years,5183.0,South Australia,female
Port Adelaide,Participation rate (%),45-49 years,78.0,South Australia,female
Port Adelaide,Total participants,50-54 years,4147.0,South Australia,female
Port Adelaide,Eligible participants,50-54 years,5147.0,South Australia,female
Port Adelaide,Participation rate (%),50-54 years,80.6,South Australia,female
Port Adelaide,Total participants,55-59 years,4299.0,South Australia,female
Port Adelaide,Eligible participants,55-59 years,5202.0,South Australia,female
Port Adelaide,Participation rate (%),55-59 years,82.6,South Australia,female
Port Adelaide,Total participants,60-64 years,3824.0,South Australia,female
Port Adelaide,Eligible participants,60-64 years,4519.0,South Australia,female
Port Adelaide,Participation rate (%),60-64 years,84.6,South Australia,female
Port Adelaide,Total participants,65-69 years,3192.0,South Australia,female
Port Adelaide,Eligible participants,65-69 years,3699.0,South Australia,female
Port Adelaide,Participation rate (%),65-69 years,86.3,South Australia,female
Port Adelaide,Total participants,70-74 years,2499.0,South Australia,female
Port Adelaide,Eligible participants,70-74 years,2850.0,South Australia,female
Port Adelaide,Participation rate (%),70-74 years,87.7,South Australia,female
Port Adelaide,Total participants,75-79 years,1907.0,South Australia,female
Port Adelaide,Eligible participants,75-79 years,2191.0,South Australia,female
Port Adelaide,Participation rate (%),75-79 years,87.0,South Australia,female
Port Adelaide,Total participants,80-84 years,1454.0,South Australia,female
Port Adelaide,Eligible participants,80-84 years,1758.0,South Australia,female
Port Adelaide,Participation rate (%),80-84 years,82.7,South Australia,female
Port Adelaide,Total participants,85 years and over,1433.0,South Australia,female
Port Adelaide,Eligible participants,85 years and over,1921.0,South Australia,female
Port Adelaide,Participation rate (%),85 years and over,74.6,South Australia,female
Port Adelaide,Total participants,Total Females,45801.0,South Australia,female
Port Adelaide,Eligible participants,Total Females,58115.0,South Australia,female
Port Adelaide,Participation rate (%),Total Females,78.8,South Australia,female
Sturt,Total participants,18-19 years,1162.0,South Australia,female
Sturt,Eligible participants,18-19 years,1382.0,South Australia,female
Sturt,Participation rate (%),18-19 years,84.1,South Australia,female
Sturt,Total participants,20-24 years,3037.0,South Australia,female
Sturt,Eligible participants,20-24 years,3726.0,South Australia,female
Sturt,Participation rate (%),20-24 years,81.5,South Australia,female
Sturt,Total participants,25-29 years,2738.0,South Australia,female
Sturt,Eligible participants,25-29 years,3495.0,South Australia,female
Sturt,Participation rate (%),25-29 years,78.3,South Australia,female
Sturt,Total participants,30-34 years,2810.0,South Australia,female
Sturt,Eligible participants,30-34 years,3679.0,South Australia,female
Sturt,Participation rate (%),30-34 years,76.4,South Australia,female
Sturt,Total participants,35-39 years,2969.0,South Australia,female
Sturt,Eligible participants,35-39 years,3844.0,South Australia,female
Sturt,Participation rate (%),35-39 years,77.2,South Australia,female
Sturt,Total participants,40-44 years,3174.0,South Australia,female
Sturt,Eligible participants,40-44 years,4042.0,South Australia,female
Sturt,Participation rate (%),40-44 years,78.5,South Australia,female
Sturt,Total participants,45-49 years,3865.0,South Australia,female
Sturt,Eligible participants,45-49 years,4807.0,South Australia,female
Sturt,Participation rate (%),45-49 years,80.4,South Australia,female
Sturt,Total participants,50-54 years,3726.0,South Australia,female
Sturt,Eligible participants,50-54 years,4449.0,South Australia,female
Sturt,Participation rate (%),50-54 years,83.7,South Australia,female
Sturt,Total participants,55-59 years,3834.0,South Australia,female
Sturt,Eligible participants,55-59 years,4451.0,South Australia,female
Sturt,Participation rate (%),55-59 years,86.1,South Australia,female
Sturt,Total participants,60-64 years,3685.0,South Australia,female
Sturt,Eligible participants,60-64 years,4147.0,South Australia,female
Sturt,Participation rate (%),60-64 years,88.9,South Australia,female
Sturt,Total participants,65-69 years,3667.0,South Australia,female
Sturt,Eligible participants,65-69 years,4084.0,South Australia,female
Sturt,Participation rate (%),65-69 years,89.8,South Australia,female
Sturt,Total participants,70-74 years,3502.0,South Australia,female
Sturt,Eligible participants,70-74 years,3843.0,South Australia,female
Sturt,Participation rate (%),70-74 years,91.1,South Australia,female
Sturt,Total participants,75-79 years,2653.0,South Australia,female
Sturt,Eligible participants,75-79 years,2978.0,South Australia,female
Sturt,Participation rate (%),75-79 years,89.1,South Australia,female
Sturt,Total participants,80-84 years,1969.0,South Australia,female
Sturt,Eligible participants,80-84 years,2297.0,South Australia,female
Sturt,Participation rate (%),80-84 years,85.7,South Australia,female
Sturt,Total participants,85 years and over,2436.0,South Australia,female
Sturt,Eligible participants,85 years and over,3096.0,South Australia,female
Sturt,Participation rate (%),85 years and over,78.7,South Australia,female
Sturt,Total participants,Total Females,45227.0,South Australia,female
Sturt,Eligible participants,Total Females,54320.0,South Australia,female
Sturt,Participation rate (%),Total Females,83.3,South Australia,female
Wakefield,Total participants,18-19 years,1261.0,South Australia,female
Wakefield,Eligible participants,18-19 years,1594.0,South Australia,female
Wakefield,Participation rate (%),18-19 years,79.1,South Australia,female
Wakefield,Total participants,20-24 years,3511.0,South Australia,female
Wakefield,Eligible participants,20-24 years,5047.0,South Australia,female
Wakefield,Participation rate (%),20-24 years,69.6,South Australia,female
Wakefield,Total participants,25-29 years,3514.0,South Australia,female
Wakefield,Eligible participants,25-29 years,5072.0,South Australia,female
Wakefield,Participation rate (%),25-29 years,69.3,South Australia,female
Wakefield,Total participants,30-34 years,3634.0,South Australia,female
Wakefield,Eligible participants,30-34 years,5228.0,South Australia,female
Wakefield,Participation rate (%),30-34 years,69.5,South Australia,female
Wakefield,Total participants,35-39 years,3107.0,South Australia,female
Wakefield,Eligible participants,35-39 years,4330.0,South Australia,female
Wakefield,Participation rate (%),35-39 years,71.8,South Australia,female
Wakefield,Total participants,40-44 years,3262.0,South Australia,female
Wakefield,Eligible participants,40-44 years,4407.0,South Australia,female
Wakefield,Participation rate (%),40-44 years,74.0,South Australia,female
Wakefield,Total participants,45-49 years,3855.0,South Australia,female
Wakefield,Eligible participants,45-49 years,4976.0,South Australia,female
Wakefield,Participation rate (%),45-49 years,77.5,South Australia,female
Wakefield,Total participants,50-54 years,4130.0,South Australia,female
Wakefield,Eligible participants,50-54 years,5083.0,South Australia,female
Wakefield,Participation rate (%),50-54 years,81.3,South Australia,female
Wakefield,Total participants,55-59 years,4186.0,South Australia,female
Wakefield,Eligible participants,55-59 years,5034.0,South Australia,female
Wakefield,Participation rate (%),55-59 years,83.2,South Australia,female
Wakefield,Total participants,60-64 years,3686.0,South Australia,female
Wakefield,Eligible participants,60-64 years,4318.0,South Australia,female
Wakefield,Participation rate (%),60-64 years,85.4,South Australia,female
Wakefield,Total participants,65-69 years,3275.0,South Australia,female
Wakefield,Eligible participants,65-69 years,3697.0,South Australia,female
Wakefield,Participation rate (%),65-69 years,88.6,South Australia,female
Wakefield,Total participants,70-74 years,2767.0,South Australia,female
Wakefield,Eligible participants,70-74 years,3105.0,South Australia,female
Wakefield,Participation rate (%),70-74 years,89.1,South Australia,female
Wakefield,Total participants,75-79 years,2028.0,South Australia,female
Wakefield,Eligible participants,75-79 years,2292.0,South Australia,female
Wakefield,Participation rate (%),75-79 years,88.5,South Australia,female
Wakefield,Total participants,80-84 years,1492.0,South Australia,female
Wakefield,Eligible participants,80-84 years,1750.0,South Australia,female
Wakefield,Participation rate (%),80-84 years,85.3,South Australia,female
Wakefield,Total participants,85 years and over,1365.0,South Australia,female
Wakefield,Eligible participants,85 years and over,1752.0,South Australia,female
Wakefield,Participation rate (%),85 years and over,77.9,South Australia,female
Wakefield,Total participants,Total Females,45073.0,South Australia,female
Wakefield,Eligible participants,Total Females,57686.0,South Australia,female
Wakefield,Participation rate (%),Total Females,78.1,South Australia,female
Brand,Total participants,18-19 years,1156.0,Western Australia,female
Brand,Eligible participants,18-19 years,1458.0,Western Australia,female
Brand,Participation rate (%),18-19 years,79.3,Western Australia,female
Brand,Total participants,20-24 years,3298.0,Western Australia,female
Brand,Eligible participants,20-24 years,4652.0,Western Australia,female
Brand,Participation rate (%),20-24 years,70.9,Western Australia,female
Brand,Total participants,25-29 years,3618.0,Western Australia,female
Brand,Eligible participants,25-29 years,5063.0,Western Australia,female
Brand,Participation rate (%),25-29 years,71.5,Western Australia,female
Brand,Total participants,30-34 years,3712.0,Western Australia,female
Brand,Eligible participants,30-34 years,5132.0,Western Australia,female
Brand,Participation rate (%),30-34 years,72.3,Western Australia,female
Brand,Total participants,35-39 years,3259.0,Western Australia,female
Brand,Eligible participants,35-39 years,4459.0,Western Australia,female
Brand,Participation rate (%),35-39 years,73.1,Western Australia,female
Brand,Total participants,40-44 years,3367.0,Western Australia,female
Brand,Eligible participants,40-44 years,4473.0,Western Australia,female
Brand,Participation rate (%),40-44 years,75.3,Western Australia,female
Brand,Total participants,45-49 years,3698.0,Western Australia,female
Brand,Eligible participants,45-49 years,4671.0,Western Australia,female
Brand,Participation rate (%),45-49 years,79.2,Western Australia,female
Brand,Total participants,50-54 years,3515.0,Western Australia,female
Brand,Eligible participants,50-54 years,4302.0,Western Australia,female
Brand,Participation rate (%),50-54 years,81.7,Western Australia,female
Brand,Total participants,55-59 years,3224.0,Western Australia,female
Brand,Eligible participants,55-59 years,3882.0,Western Australia,female
Brand,Participation rate (%),55-59 years,83.0,Western Australia,female
Brand,Total participants,60-64 years,2967.0,Western Australia,female
Brand,Eligible participants,60-64 years,3450.0,Western Australia,female
Brand,Participation rate (%),60-64 years,86.0,Western Australia,female
Brand,Total participants,65-69 years,2579.0,Western Australia,female
Brand,Eligible participants,65-69 years,2939.0,Western Australia,female
Brand,Participation rate (%),65-69 years,87.8,Western Australia,female
Brand,Total participants,70-74 years,2197.0,Western Australia,female
Brand,Eligible participants,70-74 years,2494.0,Western Australia,female
Brand,Participation rate (%),70-74 years,88.1,Western Australia,female
Brand,Total participants,75-79 years,1563.0,Western Australia,female
Brand,Eligible participants,75-79 years,1786.0,Western Australia,female
Brand,Participation rate (%),75-79 years,87.5,Western Australia,female
Brand,Total participants,80-84 years,1056.0,Western Australia,female
Brand,Eligible participants,80-84 years,1214.0,Western Australia,female
Brand,Participation rate (%),80-84 years,87.0,Western Australia,female
Brand,Total participants,85 years and over,853.0,Western Australia,female
Brand,Eligible participants,85 years and over,1049.0,Western Australia,female
Brand,Participation rate (%),85 years and over,81.3,Western Australia,female
Brand,Total participants,Total Females,40062.0,Western Australia,female
Brand,Eligible participants,Total Females,51024.0,Western Australia,female
Brand,Participation rate (%),Total Females,78.5,Western Australia,female
Burt,Total participants,18-19 years,1246.0,Western Australia,female
Burt,Eligible participants,18-19 years,1563.0,Western Australia,female
Burt,Participation rate (%),18-19 years,79.7,Western Australia,female
Burt,Total participants,20-24 years,3450.0,Western Australia,female
Burt,Eligible participants,20-24 years,4693.0,Western Australia,female
Burt,Participation rate (%),20-24 years,73.5,Western Australia,female
Burt,Total participants,25-29 years,3342.0,Western Australia,female
Burt,Eligible participants,25-29 years,4585.0,Western Australia,female
Burt,Participation rate (%),25-29 years,72.9,Western Australia,female
Burt,Total participants,30-34 years,3728.0,Western Australia,female
Burt,Eligible participants,30-34 years,5157.0,Western Australia,female
Burt,Participation rate (%),30-34 years,72.3,Western Australia,female
Burt,Total participants,35-39 years,3553.0,Western Australia,female
Burt,Eligible participants,35-39 years,4855.0,Western Australia,female
Burt,Participation rate (%),35-39 years,73.2,Western Australia,female
Burt,Total participants,40-44 years,3184.0,Western Australia,female
Burt,Eligible participants,40-44 years,4275.0,Western Australia,female
Burt,Participation rate (%),40-44 years,74.5,Western Australia,female
Burt,Total participants,45-49 years,3509.0,Western Australia,female
Burt,Eligible participants,45-49 years,4467.0,Western Australia,female
Burt,Participation rate (%),45-49 years,78.6,Western Australia,female
Burt,Total participants,50-54 years,3320.0,Western Australia,female
Burt,Eligible participants,50-54 years,4101.0,Western Australia,female
Burt,Participation rate (%),50-54 years,81.0,Western Australia,female
Burt,Total participants,55-59 years,3350.0,Western Australia,female
Burt,Eligible participants,55-59 years,3984.0,Western Australia,female
Burt,Participation rate (%),55-59 years,84.1,Western Australia,female
Burt,Total participants,60-64 years,3125.0,Western Australia,female
Burt,Eligible participants,60-64 years,3647.0,Western Australia,female
Burt,Participation rate (%),60-64 years,85.7,Western Australia,female
Burt,Total participants,65-69 years,2736.0,Western Australia,female
Burt,Eligible participants,65-69 years,3120.0,Western Australia,female
Burt,Participation rate (%),65-69 years,87.7,Western Australia,female
Burt,Total participants,70-74 years,2060.0,Western Australia,female
Burt,Eligible participants,70-74 years,2320.0,Western Australia,female
Burt,Participation rate (%),70-74 years,88.8,Western Australia,female
Burt,Total participants,75-79 years,1446.0,Western Australia,female
Burt,Eligible participants,75-79 years,1635.0,Western Australia,female
Burt,Participation rate (%),75-79 years,88.4,Western Australia,female
Burt,Total participants,80-84 years,915.0,Western Australia,female
Burt,Eligible participants,80-84 years,1082.0,Western Australia,female
Burt,Participation rate (%),80-84 years,84.6,Western Australia,female
Burt,Total participants,85 years and over,763.0,Western Australia,female
Burt,Eligible participants,85 years and over,980.0,Western Australia,female
Burt,Participation rate (%),85 years and over,77.9,Western Australia,female
Burt,Total participants,Total Females,39727.0,Western Australia,female
Burt,Eligible participants,Total Females,50464.0,Western Australia,female
Burt,Participation rate (%),Total Females,78.7,Western Australia,female
Canning,Total participants,18-19 years,1053.0,Western Australia,female
Canning,Eligible participants,18-19 years,1315.0,Western Australia,female
Canning,Participation rate (%),18-19 years,80.1,Western Australia,female
Canning,Total participants,20-24 years,2702.0,Western Australia,female
Canning,Eligible participants,20-24 years,3761.0,Western Australia,female
Canning,Participation rate (%),20-24 years,71.8,Western Australia,female
Canning,Total participants,25-29 years,2692.0,Western Australia,female
Canning,Eligible participants,25-29 years,3764.0,Western Australia,female
Canning,Participation rate (%),25-29 years,71.5,Western Australia,female
Canning,Total participants,30-34 years,2706.0,Western Australia,female
Canning,Eligible participants,30-34 years,3796.0,Western Australia,female
Canning,Participation rate (%),30-34 years,71.3,Western Australia,female
Canning,Total participants,35-39 years,2638.0,Western Australia,female
Canning,Eligible participants,35-39 years,3601.0,Western Australia,female
Canning,Participation rate (%),35-39 years,73.3,Western Australia,female
Canning,Total participants,40-44 years,2844.0,Western Australia,female
Canning,Eligible participants,40-44 years,3758.0,Western Australia,female
Canning,Participation rate (%),40-44 years,75.7,Western Australia,female
Canning,Total participants,45-49 years,3382.0,Western Australia,female
Canning,Eligible participants,45-49 years,4306.0,Western Australia,female
Canning,Participation rate (%),45-49 years,78.5,Western Australia,female
Canning,Total participants,50-54 years,3469.0,Western Australia,female
Canning,Eligible participants,50-54 years,4252.0,Western Australia,female
Canning,Participation rate (%),50-54 years,81.6,Western Australia,female
Canning,Total participants,55-59 years,3939.0,Western Australia,female
Canning,Eligible participants,55-59 years,4640.0,Western Australia,female
Canning,Participation rate (%),55-59 years,84.9,Western Australia,female
Canning,Total participants,60-64 years,3831.0,Western Australia,female
Canning,Eligible participants,60-64 years,4421.0,Western Australia,female
Canning,Participation rate (%),60-64 years,86.7,Western Australia,female
Canning,Total participants,65-69 years,3897.0,Western Australia,female
Canning,Eligible participants,65-69 years,4392.0,Western Australia,female
Canning,Participation rate (%),65-69 years,88.7,Western Australia,female
Canning,Total participants,70-74 years,3462.0,Western Australia,female
Canning,Eligible participants,70-74 years,3816.0,Western Australia,female
Canning,Participation rate (%),70-74 years,90.7,Western Australia,female
Canning,Total participants,75-79 years,2400.0,Western Australia,female
Canning,Eligible participants,75-79 years,2698.0,Western Australia,female
Canning,Participation rate (%),75-79 years,89.0,Western Australia,female
Canning,Total participants,80-84 years,1574.0,Western Australia,female
Canning,Eligible participants,80-84 years,1801.0,Western Australia,female
Canning,Participation rate (%),80-84 years,87.4,Western Australia,female
Canning,Total participants,85 years and over,1206.0,Western Australia,female
Canning,Eligible participants,85 years and over,1505.0,Western Australia,female
Canning,Participation rate (%),85 years and over,80.1,Western Australia,female
Canning,Total participants,Total Females,41795.0,Western Australia,female
Canning,Eligible participants,Total Females,51826.0,Western Australia,female
Canning,Participation rate (%),Total Females,80.6,Western Australia,female
Cowan,Total participants,18-19 years,1177.0,Western Australia,female
Cowan,Eligible participants,18-19 years,1489.0,Western Australia,female
Cowan,Participation rate (%),18-19 years,79.0,Western Australia,female
Cowan,Total participants,20-24 years,3050.0,Western Australia,female
Cowan,Eligible participants,20-24 years,4014.0,Western Australia,female
Cowan,Participation rate (%),20-24 years,76.0,Western Australia,female
Cowan,Total participants,25-29 years,2883.0,Western Australia,female
Cowan,Eligible participants,25-29 years,3861.0,Western Australia,female
Cowan,Participation rate (%),25-29 years,74.7,Western Australia,female
Cowan,Total participants,30-34 years,3414.0,Western Australia,female
Cowan,Eligible participants,30-34 years,4534.0,Western Australia,female
Cowan,Participation rate (%),30-34 years,75.3,Western Australia,female
Cowan,Total participants,35-39 years,3418.0,Western Australia,female
Cowan,Eligible participants,35-39 years,4513.0,Western Australia,female
Cowan,Participation rate (%),35-39 years,75.7,Western Australia,female
Cowan,Total participants,40-44 years,3400.0,Western Australia,female
Cowan,Eligible participants,40-44 years,4378.0,Western Australia,female
Cowan,Participation rate (%),40-44 years,77.7,Western Australia,female
Cowan,Total participants,45-49 years,3771.0,Western Australia,female
Cowan,Eligible participants,45-49 years,4703.0,Western Australia,female
Cowan,Participation rate (%),45-49 years,80.2,Western Australia,female
Cowan,Total participants,50-54 years,3566.0,Western Australia,female
Cowan,Eligible participants,50-54 years,4345.0,Western Australia,female
Cowan,Participation rate (%),50-54 years,82.1,Western Australia,female
Cowan,Total participants,55-59 years,3364.0,Western Australia,female
Cowan,Eligible participants,55-59 years,4048.0,Western Australia,female
Cowan,Participation rate (%),55-59 years,83.1,Western Australia,female
Cowan,Total participants,60-64 years,2998.0,Western Australia,female
Cowan,Eligible participants,60-64 years,3499.0,Western Australia,female
Cowan,Participation rate (%),60-64 years,85.7,Western Australia,female
Cowan,Total participants,65-69 years,2689.0,Western Australia,female
Cowan,Eligible participants,65-69 years,3083.0,Western Australia,female
Cowan,Participation rate (%),65-69 years,87.2,Western Australia,female
Cowan,Total participants,70-74 years,2063.0,Western Australia,female
Cowan,Eligible participants,70-74 years,2327.0,Western Australia,female
Cowan,Participation rate (%),70-74 years,88.7,Western Australia,female
Cowan,Total participants,75-79 years,1423.0,Western Australia,female
Cowan,Eligible participants,75-79 years,1617.0,Western Australia,female
Cowan,Participation rate (%),75-79 years,88.0,Western Australia,female
Cowan,Total participants,80-84 years,869.0,Western Australia,female
Cowan,Eligible participants,80-84 years,1057.0,Western Australia,female
Cowan,Participation rate (%),80-84 years,82.2,Western Australia,female
Cowan,Total participants,85 years and over,700.0,Western Australia,female
Cowan,Eligible participants,85 years and over,896.0,Western Australia,female
Cowan,Participation rate (%),85 years and over,78.1,Western Australia,female
Cowan,Total participants,Total Females,38785.0,Western Australia,female
Cowan,Eligible participants,Total Females,48364.0,Western Australia,female
Cowan,Participation rate (%),Total Females,80.2,Western Australia,female
Curtin,Total participants,18-19 years,1238.0,Western Australia,female
Curtin,Eligible participants,18-19 years,1420.0,Western Australia,female
Curtin,Participation rate (%),18-19 years,87.2,Western Australia,female
Curtin,Total participants,20-24 years,3264.0,Western Australia,female
Curtin,Eligible participants,20-24 years,3873.0,Western Australia,female
Curtin,Participation rate (%),20-24 years,84.3,Western Australia,female
Curtin,Total participants,25-29 years,3370.0,Western Australia,female
Curtin,Eligible participants,25-29 years,4059.0,Western Australia,female
Curtin,Participation rate (%),25-29 years,83.0,Western Australia,female
Curtin,Total participants,30-34 years,3158.0,Western Australia,female
Curtin,Eligible participants,30-34 years,3844.0,Western Australia,female
Curtin,Participation rate (%),30-34 years,82.2,Western Australia,female
Curtin,Total participants,35-39 years,2970.0,Western Australia,female
Curtin,Eligible participants,35-39 years,3622.0,Western Australia,female
Curtin,Participation rate (%),35-39 years,82.0,Western Australia,female
Curtin,Total participants,40-44 years,3249.0,Western Australia,female
Curtin,Eligible participants,40-44 years,3896.0,Western Australia,female
Curtin,Participation rate (%),40-44 years,83.4,Western Australia,female
Curtin,Total participants,45-49 years,3893.0,Western Australia,female
Curtin,Eligible participants,45-49 years,4562.0,Western Australia,female
Curtin,Participation rate (%),45-49 years,85.3,Western Australia,female
Curtin,Total participants,50-54 years,3771.0,Western Australia,female
Curtin,Eligible participants,50-54 years,4363.0,Western Australia,female
Curtin,Participation rate (%),50-54 years,86.4,Western Australia,female
Curtin,Total participants,55-59 years,3660.0,Western Australia,female
Curtin,Eligible participants,55-59 years,4145.0,Western Australia,female
Curtin,Participation rate (%),55-59 years,88.3,Western Australia,female
Curtin,Total participants,60-64 years,3533.0,Western Australia,female
Curtin,Eligible participants,60-64 years,3943.0,Western Australia,female
Curtin,Participation rate (%),60-64 years,89.6,Western Australia,female
Curtin,Total participants,65-69 years,3167.0,Western Australia,female
Curtin,Eligible participants,65-69 years,3505.0,Western Australia,female
Curtin,Participation rate (%),65-69 years,90.4,Western Australia,female
Curtin,Total participants,70-74 years,2708.0,Western Australia,female
Curtin,Eligible participants,70-74 years,2958.0,Western Australia,female
Curtin,Participation rate (%),70-74 years,91.5,Western Australia,female
Curtin,Total participants,75-79 years,2121.0,Western Australia,female
Curtin,Eligible participants,75-79 years,2343.0,Western Australia,female
Curtin,Participation rate (%),75-79 years,90.5,Western Australia,female
Curtin,Total participants,80-84 years,1553.0,Western Australia,female
Curtin,Eligible participants,80-84 years,1750.0,Western Australia,female
Curtin,Participation rate (%),80-84 years,88.7,Western Australia,female
Curtin,Total participants,85 years and over,1800.0,Western Australia,female
Curtin,Eligible participants,85 years and over,2226.0,Western Australia,female
Curtin,Participation rate (%),85 years and over,80.9,Western Australia,female
Curtin,Total participants,Total Females,43455.0,Western Australia,female
Curtin,Eligible participants,Total Females,50509.0,Western Australia,female
Curtin,Participation rate (%),Total Females,86.0,Western Australia,female
Durack,Total participants,18-19 years,612.0,Western Australia,female
Durack,Eligible participants,18-19 years,891.0,Western Australia,female
Durack,Participation rate (%),18-19 years,68.7,Western Australia,female
Durack,Total participants,20-24 years,1887.0,Western Australia,female
Durack,Eligible participants,20-24 years,3151.0,Western Australia,female
Durack,Participation rate (%),20-24 years,59.9,Western Australia,female
Durack,Total participants,25-29 years,2722.0,Western Australia,female
Durack,Eligible participants,25-29 years,4317.0,Western Australia,female
Durack,Participation rate (%),25-29 years,63.1,Western Australia,female
Durack,Total participants,30-34 years,3248.0,Western Australia,female
Durack,Eligible participants,30-34 years,5057.0,Western Australia,female
Durack,Participation rate (%),30-34 years,64.2,Western Australia,female
Durack,Total participants,35-39 years,3088.0,Western Australia,female
Durack,Eligible participants,35-39 years,4755.0,Western Australia,female
Durack,Participation rate (%),35-39 years,64.9,Western Australia,female
Durack,Total participants,40-44 years,2956.0,Western Australia,female
Durack,Eligible participants,40-44 years,4539.0,Western Australia,female
Durack,Participation rate (%),40-44 years,65.1,Western Australia,female
Durack,Total participants,45-49 years,3231.0,Western Australia,female
Durack,Eligible participants,45-49 years,4771.0,Western Australia,female
Durack,Participation rate (%),45-49 years,67.7,Western Australia,female
Durack,Total participants,50-54 years,3192.0,Western Australia,female
Durack,Eligible participants,50-54 years,4423.0,Western Australia,female
Durack,Participation rate (%),50-54 years,72.2,Western Australia,female
Durack,Total participants,55-59 years,3257.0,Western Australia,female
Durack,Eligible participants,55-59 years,4297.0,Western Australia,female
Durack,Participation rate (%),55-59 years,75.8,Western Australia,female
Durack,Total participants,60-64 years,2914.0,Western Australia,female
Durack,Eligible participants,60-64 years,3631.0,Western Australia,female
Durack,Participation rate (%),60-64 years,80.3,Western Australia,female
Durack,Total participants,65-69 years,2335.0,Western Australia,female
Durack,Eligible participants,65-69 years,2801.0,Western Australia,female
